"id","name","region","size","climat","population","points","residential and adjacent spaces","street networks","green spaces","public and business infrastructure and adjacent spaces","social and leisure infrastructure and adjacent spaces","citywide space","img"
"540","Черногорск","Республика Хакасия","Средний город","условно комфортный климат","75,4 тыс.чел.","161","41","29","20","18","22","31","https://api.индекс-городов.рф/uploads/city/emblem/4222/thumb_880_chernogorsk.png"
"541","Баксан","Республика Кабардино-Балкария","Малый город","условно комфортный климат","38,5 тыс.чел.","171","35","22","25","17","32","40","https://api.индекс-городов.рф/uploads/city/emblem/3392/thumb_47_Baksan.png"
"542","Дзержинск","Нижегородская область","Большой город","условно комфортный климат","229 тыс.чел.","204","41","36","35","21","30","41","https://api.индекс-городов.рф/uploads/city/emblem/4345/thumb_1003_Dzerzhinsk.png"
"543","Зеленокумск","Ставропольский край","Малый город","условно комфортный климат","34,1 тыс.чел.","151","36","24","14","16","27","34","https://api.индекс-городов.рф/uploads/city/emblem/3565/thumb_221_Zelenokumsk.png"
"544","Чехов","Московская область","Средний город","условно комфортный климат","72,3 тыс.чел.","206","38","29","25","43","35","36","https://api.индекс-городов.рф/uploads/city/emblem/4210/thumb_868_Chekhov.gif"
"545","Соль-Илецк","Оренбургская область","Малый город","условно комфортный климат","26,9 тыс.чел.","159","28","25","26","21","26","33","https://api.индекс-городов.рф/uploads/city/emblem/3956/thumb_613_sol_iletsk.gif"
"546","Беслан","Республика Северная Осетия - Алания","Малый город","условно комфортный климат","37,4 тыс.чел.","157","21","26","21","21","28","40","https://api.индекс-городов.рф/uploads/city/emblem/3413/thumb_68_beslan.png"
"547","Рязань","Рязанская область","Крупный город","условно комфортный климат","539,3 тыс.чел.","189","44","29","28","24","32","32","https://api.индекс-городов.рф/uploads/city/emblem/4397/thumb_1055_Ryazan.png"
"548","Саров","Нижегородская область","Средний город","условно комфортный климат","96,1 тыс.чел.","215","48","39","27","26","33","42","https://api.индекс-городов.рф/uploads/city/emblem/4248/thumb_906_Sarov.png"
"549","Дятьково","Брянская область","Малый город","условно комфортный климат","26,2 тыс.чел.","167","34","29","21","27","24","32","https://api.индекс-городов.рф/uploads/city/emblem/3531/thumb_186_Dyatkovo.gif"
"550","Нижний Тагил","Свердловская область","Крупный город","условно комфортный климат","349 тыс.чел.","172","33","32","17","27","33","30","https://api.индекс-городов.рф/uploads/city/emblem/4378/thumb_1036_Nizhny_Tagil.png"
"551","Ангарск","Иркутская область","Большой город","условно комфортный климат","224,6 тыс.чел.","182","33","37","24","19","32","37","https://api.индекс-городов.рф/uploads/city/emblem/4343/thumb_1001_Angarsk.png"
"552","Рошаль","Московская область","Малый город","условно комфортный климат","20 тыс.чел.","174","34","36","18","29","25","32","https://api.индекс-городов.рф/uploads/city/emblem/3904/thumb_561_Roshal.png"
"553","Благовещенск","Амурская область","Большой город","условно комфортный климат","226,4 тыс.чел.","183","34","30","24","22","39","34","https://api.индекс-городов.рф/uploads/city/emblem/4342/thumb_1000_Blagoveshchensk.png"
"554","Карачев","Брянская область","Малый город","условно комфортный климат","17,2 тыс.чел.","177","35","29","25","26","28","34","https://api.индекс-городов.рф/uploads/city/emblem/3607/thumb_263_Karachev.png"
"555","Ветлуга","Нижегородская область","Малый город","условно комфортный климат","8,3 тыс.чел.","171","30","23","26","37","19","36","https://api.индекс-городов.рф/uploads/city/emblem/3459/thumb_114_vetluga.png"
"556","Обоянь","Курская область","Малый город","условно комфортный климат","13,2 тыс.чел.","172","38","31","21","25","22","35","https://api.индекс-городов.рф/uploads/city/emblem/3824/thumb_481_oboyan.png"
"557","Ворсма","Нижегородская область","Малый город","условно комфортный климат","10,3 тыс.чел.","178","32","33","40","18","26","29","https://api.индекс-городов.рф/uploads/city/emblem/3469/thumb_124_vorsma.png"
"558","Кизел","Пермский край","Малый город","условно комфортный климат","13,5 тыс.чел.","168","37","22","34","12","26","37","https://api.индекс-городов.рф/uploads/city/emblem/3620/thumb_277_Kizel.png"
"559","Тында","Амурская область","Малый город","тяжелые климатические условия","33,2 тыс.чел.","151","32","26","22","13","24","34","https://api.индекс-городов.рф/uploads/city/emblem/4026/thumb_683_tynda.png"
"560","Псков","Псковская область","Большой город","условно комфортный климат","210,3 тыс.чел.","195","40","34","30","29","30","32","https://api.индекс-городов.рф/uploads/city/emblem/4337/thumb_995_Pskov.png"
"561","Сунжа","Республика Ингушетия","Средний город","условно комфортный климат","66,3 тыс.чел.","140","24","26","25","13","16","36","https://api.индекс-городов.рф/uploads/city/emblem/4457/thumb_1117_Sunzha.gif"
"562","Барыш","Ульяновская область","Малый город","условно комфортный климат","15,5 тыс.чел.","162","26","33","22","20","20","41","https://api.индекс-городов.рф/uploads/city/emblem/3398/thumb_53_barysh.png"
"563","Бежецк","Тверская область","Малый город","условно комфортный климат","20,4 тыс.чел.","170","22","36","28","34","20","30","https://api.индекс-городов.рф/uploads/city/emblem/3400/thumb_55_bezhetsk.png"
"564","Нефтегорск","Самарская область","Малый город","условно комфортный климат","17,9 тыс.чел.","167","34","35","17","27","24","30","https://api.индекс-городов.рф/uploads/city/emblem/3787/thumb_444_neftegorsk.png"
"565","Грязи","Липецкая область","Малый город","условно комфортный климат","46,7 тыс.чел.","204","42","34","40","22","31","35","https://api.индекс-городов.рф/uploads/city/emblem/3497/thumb_152_gryazi.png"
"566","Южа","Ивановская область","Малый город","условно комфортный климат","12,2 тыс.чел.","163","30","29","26","19","25","34","https://api.индекс-городов.рф/uploads/city/emblem/4100/thumb_758_yza.png"
"567","Краснослободск","Волгоградская область","Малый город","условно комфортный климат","17,1 тыс.чел.","161","31","34","23","13","26","34","https://api.индекс-городов.рф/uploads/city/emblem/3674/thumb_331_krasnoslobodsk.png"
"568","Озерск","Челябинская область","Средний город","условно комфортный климат","78,4 тыс.чел.","197","46","37","26","21","33","34","https://api.индекс-городов.рф/uploads/city/emblem/4449/thumb_1108_Ozersk.gif"
"569","Кировград","Свердловская область","Малый город","условно комфортный климат","18,7 тыс.чел.","194","41","44","30","24","29","26","https://api.индекс-городов.рф/uploads/city/emblem/3632/thumb_289_Kirovgrad.png"
"570","Каменка","Пензенская область","Малый город","условно комфортный климат","34,6 тыс.чел.","181","39","30","24","25","28","35","https://api.индекс-городов.рф/uploads/city/emblem/3594/thumb_250_Kamenka.png"
"571","Туапсе","Краснодарский край","Средний город","условно комфортный климат","61,2 тыс.чел.","207","40","38","28","34","31","36","https://api.индекс-городов.рф/uploads/city/emblem/4183/thumb_841_Tuapse.png"
"572","Нелидово","Тверская область","Малый город","условно комфортный климат","18,1 тыс.чел.","175","29","37","31","20","26","32","https://api.индекс-городов.рф/uploads/city/emblem/4437/thumb_1096_Nelidovo.png"
"573","Елец","Липецкая область","Большой город","условно комфортный климат","102,3 тыс.чел.","190","28","31","27","32","32","40","https://api.индекс-городов.рф/uploads/city/emblem/4272/thumb_930_Elets.png"
"574","Чебоксары","Чувашская Республика","Крупный город","условно комфортный климат","497,6 тыс.чел.","217","49","33","33","34","29","39","https://api.индекс-городов.рф/uploads/city/emblem/4390/thumb_1048_Cheboksary.png"
"575","Кирс","Кировская область","Малый город","условно комфортный климат","9,2 тыс.чел.","157","24","31","28","22","20","32","https://api.индекс-городов.рф/uploads/city/emblem/3634/thumb_291_Kirs.png"
"576","Выкса","Нижегородская область","Средний город","условно комфортный климат","53 тыс.чел.","195","38","33","37","33","25","29","https://api.индекс-городов.рф/uploads/city/emblem/4134/thumb_792_Viksa.png"
"577","Катав-Ивановск","Челябинская область","Малый город","условно комфортный климат","15,5 тыс.чел.","168","39","34","16","20","24","35","https://api.индекс-городов.рф/uploads/city/emblem/3613/thumb_269_Katav-ivanovsk.png"
"578","Курск","Курская область","Крупный город","условно комфортный климат","453 тыс.чел.","166","43","22","15","33","21","32","https://api.индекс-городов.рф/uploads/city/emblem/4388/thumb_1046_Kursk.png"
"579","Киреевск","Тульская область","Малый город","условно комфортный климат","26,3 тыс.чел.","182","31","33","32","26","23","37","https://api.индекс-городов.рф/uploads/city/emblem/3627/thumb_284_Kireevsk.png"
"580","Онега","Архангельская область","Малый город","условно комфортный климат","18,5 тыс.чел.","153","21","29","23","19","22","39","https://api.индекс-городов.рф/uploads/city/emblem/3834/thumb_491_onega.png"
"581","Сухиничи","Калужская область","Малый город","условно комфортный климат","14,8 тыс.чел.","179","45","30","22","28","23","31","https://api.индекс-городов.рф/uploads/city/emblem/3992/thumb_649_sukhinichy.png"
"582","Куйбышев","Новосибирская область","Малый город","условно комфортный климат","43,5 тыс.чел.","163","27","26","18","29","26","37","https://api.индекс-городов.рф/uploads/city/emblem/3686/thumb_343_kuybishev.png"
"583","Калачинск","Омская область","Малый город","условно комфортный климат","22,6 тыс.чел.","181","37","31","25","23","27","38","https://api.индекс-городов.рф/uploads/city/emblem/3589/thumb_245_kalachinsk.png"
"584","Колпашево","Томская область","Малый город","тяжелые климатические условия","22,9 тыс.чел.","159","25","26","32","16","21","39","https://api.индекс-городов.рф/uploads/city/emblem/3645/thumb_302_kolpashevo.png"
"585","Асбест","Свердловская область","Средний город","условно комфортный климат","62,9 тыс.чел.","178","35","39","18","21","28","37","https://api.индекс-городов.рф/uploads/city/emblem/4192/thumb_850_Asbest.png"
"586","Серафимович","Волгоградская область","Малый город","условно комфортный климат","8,6 тыс.чел.","153","21","25","31","19","23","34","https://api.индекс-городов.рф/uploads/city/emblem/3936/thumb_593_Serafimovich.png"
"587","Лабинск","Краснодарский край","Средний город","условно комфортный климат","59,3 тыс.чел.","150","34","23","16","24","24","29","https://api.индекс-городов.рф/uploads/city/emblem/4169/thumb_827_Labinsk.png"
"588","Избербаш","Республика Дагестан","Средний город","условно комфортный климат","60,5 тыс.чел.","153","43","29","14","25","16","26","https://api.индекс-городов.рф/uploads/city/emblem/4150/thumb_808_Izberbash.png"
"589","Сольцы","Новгородская область","Малый город","условно комфортный климат","8,5 тыс.чел.","177","28","33","23","34","25","34","https://api.индекс-городов.рф/uploads/city/emblem/3958/thumb_615_soltsy.png"
"590","Белокуриха","Алтайский край","Малый город","условно комфортный климат","15,2 тыс.чел.","180","36","34","24","18","31","37","https://api.индекс-городов.рф/uploads/city/emblem/3407/thumb_62_belokurikha.png"
"591","Челябинск","Челябинская область","Крупнейший город","условно комфортный климат","1196,7 тыс.чел.","170","36","27","28","21","29","29","https://api.индекс-городов.рф/uploads/city/emblem/4422/thumb_1080_Chelyabinsk.png"
"592","Алушта","Республика Крым","Малый город","условно комфортный климат","30,1 тыс.чел.","202","46","29","35","39","23","30","https://api.индекс-городов.рф/uploads/city/emblem/3365/thumb_20_Alushta.png"
"593","Северо-Курильск","Сахалинская область","Малый город","условно комфортный климат","2,6 тыс.чел.","169","22","39","34","31","16","27","https://api.индекс-городов.рф/uploads/city/emblem/3926/thumb_583_Severo-kurilsk.png"
"594","Реутов","Московская область","Большой город","условно комфортный климат","108,1 тыс.чел.","263","54","40","33","50","36","50","https://api.индекс-городов.рф/uploads/city/emblem/4252/thumb_910_Reutov.png"
"595","Мурино","Ленинградская область","Средний город","условно комфортный климат","64,9 тыс.чел.","180","35","31","27","33","19","35","https://api.индекс-городов.рф/uploads/city/emblem/4461/thumb_murino_selo_coa.gif"
"596","Никольск","Вологодская область","Малый город","условно комфортный климат","7,9 тыс.чел.","148","38","27","27","21","17","18","https://api.индекс-городов.рф/uploads/city/emblem/3798/thumb_455_nikolsk.gif"
"597","Дмитровск","Орловская область","Малый город","условно комфортный климат","5 тыс.чел.","179","37","33","17","31","24","37","https://api.индекс-городов.рф/uploads/city/emblem/3520/thumb_175_dmitrovsk.png"
"598","Тайга","Кемеровская область","Малый город","условно комфортный климат","23,1 тыс.чел.","152","28","30","21","16","23","34","https://api.индекс-городов.рф/uploads/city/emblem/3998/thumb_655_Tayga.png"
"599","Фатеж","Курская область","Малый город","условно комфортный климат","6,1 тыс.чел.","180","41","41","29","18","16","35","https://api.индекс-городов.рф/uploads/city/emblem/4049/thumb_706_fatezh.png"
"600","Канск","Красноярский край","Средний город","условно комфортный климат","88,9 тыс.чел.","148","32","19","13","25","23","36","https://api.индекс-городов.рф/uploads/city/emblem/4242/thumb_900_Kansk.png"
"601","Верхняя Салда","Свердловская область","Малый город","условно комфортный климат","41,2 тыс.чел.","181","36","35","23","22","31","34","https://api.индекс-городов.рф/uploads/city/emblem/3454/thumb_109_verhnya_salda.png"
"602","Изобильный","Ставропольский край","Малый город","условно комфортный климат","37,8 тыс.чел.","174","32","36","24","19","30","33","https://api.индекс-городов.рф/uploads/city/emblem/3576/thumb_232_Izobilniy.png"
"603","Тюмень","Тюменская область","Крупный город","условно комфортный климат","807,3 тыс.чел.","225","45","39","35","32","41","33","https://api.индекс-городов.рф/uploads/city/emblem/4411/thumb_1069_Tyumen.cdr"
"604","Братск","Иркутская область","Большой город","условно комфортный климат","226,3 тыс.чел.","174","30","31","27","21","32","33","https://api.индекс-городов.рф/uploads/city/emblem/4346/thumb_1004_Bratsk.png"
"605","Сочи","Краснодарский край","Крупный город","условно комфортный климат","443,6 тыс.чел.","225","32","34","48","36","36","39","https://api.индекс-городов.рф/uploads/city/emblem/4380/thumb_1038_Sochi.png"
"606","Новосибирск","Новосибирская область","Крупнейший город","условно комфортный климат","1625,6 тыс.чел.","166","29","22","24","18","30","43","https://api.индекс-городов.рф/uploads/city/emblem/4426/thumb_1084_Novosibirsk.png"
"607","Моздок","Республика Северная Осетия - Алания","Малый город","условно комфортный климат","42 тыс.чел.","183","36","34","26","27","21","39","https://api.индекс-городов.рф/uploads/city/emblem/3763/thumb_420_mozdok.png"
"608","Хадыженск","Краснодарский край","Малый город","условно комфортный климат","22,2 тыс.чел.","139","20","20","31","19","18","31","https://api.индекс-городов.рф/uploads/city/emblem/4053/thumb_710_khadyzhensk.png"
"609","Петровск","Саратовская область","Малый город","условно комфортный климат","28,2 тыс.чел.","145","25","26","15","26","27","26","https://api.индекс-городов.рф/uploads/city/emblem/3857/thumb_514_petrovsk.png"
"610","Тетюши","Республика Татарстан","Малый город","условно комфортный климат","11 тыс.чел.","181","36","30","24","39","21","31","https://api.индекс-городов.рф/uploads/city/emblem/4012/thumb_669_Tetyushi.gif"
"611","Борзя","Забайкальский край","Малый город","условно комфортный климат","29,2 тыс.чел.","124","18","26","18","11","23","28","https://api.индекс-городов.рф/uploads/city/emblem/3435/thumb_90_borzya.png"
"612","Мариинск","Кемеровская область","Малый город","условно комфортный климат","37,9 тыс.чел.","160","22","26","24","28","25","35","https://api.индекс-городов.рф/uploads/city/emblem/3740/thumb_397_mariinsk.png"
"613","Вичуга","Ивановская область","Малый город","условно комфортный климат","33,3 тыс.чел.","180","33","30","26","26","26","39","https://api.индекс-городов.рф/uploads/city/emblem/3462/thumb_117_vichuga.png"
"614","Татарск","Новосибирская область","Малый город","условно комфортный климат","23,4 тыс.чел.","164","25","29","35","16","24","35","https://api.индекс-городов.рф/uploads/city/emblem/4005/thumb_662_Tatarsk.png"
"615","Кольчугино","Владимирская область","Малый город","условно комфортный климат","42 тыс.чел.","196","40","31","32","28","32","33","https://api.индекс-городов.рф/uploads/city/emblem/3646/thumb_303_kolchugino.gif"
"616","Оха","Сахалинская область","Малый город","тяжелые климатические условия","20 тыс.чел.","158","28","38","24","22","20","26","https://api.индекс-городов.рф/uploads/city/emblem/3844/thumb_501_okha.png"
"617","Дно","Псковская область","Малый город","условно комфортный климат","7,4 тыс.чел.","160","20","34","27","29","18","32","https://api.индекс-городов.рф/uploads/city/emblem/3521/thumb_176_dno.png"
"618","Кимовск","Тульская область","Малый город","условно комфортный климат","25,6 тыс.чел.","164","33","27","28","16","25","35","https://api.индекс-городов.рф/uploads/city/emblem/3623/thumb_280_Kimovsk.png"
"619","Павловский Посад","Московская область","Средний город","условно комфортный климат","63,6 тыс.чел.","194","34","34","22","37","33","34","https://api.индекс-городов.рф/uploads/city/emblem/4194/thumb_852_Pavlovskiy_Posad.png"
"620","Полесск","Калининградская область","Малый город","условно комфортный климат","6,9 тыс.чел.","154","31","29","23","21","22","28","https://api.индекс-городов.рф/uploads/city/emblem/3874/thumb_531_polessk.png"
"621","Невель","Псковская область","Малый город","условно комфортный климат","14,5 тыс.чел.","193","30","25","44","31","23","40","https://api.индекс-городов.рф/uploads/city/emblem/3780/thumb_437_nevel.png"
"622","Вихоревка","Иркутская область","Малый город","условно комфортный климат","20,8 тыс.чел.","145","28","25","20","19","21","32","https://api.индекс-городов.рф/uploads/city/emblem/3461/thumb_116_vichorevka.png"
"623","Осташков","Тверская область","Малый город","условно комфортный климат","15,4 тыс.чел.","190","32","24","29","42","32","31","https://api.индекс-городов.рф/uploads/city/emblem/3839/thumb_496_ostashkov.gif"
"624","Галич","Костромская область","Малый город","условно комфортный климат","16,8 тыс.чел.","178","35","39","27","28","16","33","https://api.индекс-городов.рф/uploads/city/emblem/3483/thumb_138_Galich.png"
"625","Краснознаменск","Калининградская область","Малый город","условно комфортный климат","3,1 тыс.чел.","171","23","41","34","15","27","31","https://api.индекс-городов.рф/uploads/city/emblem/3672/thumb_329_krasnoznamensk.png"
"626","Богородицк","Тульская область","Малый город","условно комфортный климат","30,4 тыс.чел.","167","21","27","32","22","32","33","https://api.индекс-городов.рф/uploads/city/emblem/3423/thumb_78_bogoroditsk.png"
"627","Дагестанские Огни","Республика Дагестан","Малый город","условно комфортный климат","29,7 тыс.чел.","162","30","31","20","34","16","31","https://api.индекс-городов.рф/uploads/city/emblem/4442/thumb_1101_Dagestanskie_Ogni.png"
"628","Белогорск","Республика Крым","Малый город","условно комфортный климат","16,4 тыс.чел.","118","19","23","14","16","20","26","https://api.индекс-городов.рф/uploads/city/emblem/3405/thumb_60_belozersk.png"
"629","Ижевск","Удмуртская Республика","Крупный город","условно комфортный климат","648,1 тыс.чел.","187","39","28","27","27","37","29","https://api.индекс-городов.рф/uploads/city/emblem/4409/thumb_1067_Izhevsk.png"
"630","Бикин","Хабаровский край","Малый город","условно комфортный климат","16,1 тыс.чел.","153","28","25","22","15","24","39","https://api.индекс-городов.рф/uploads/city/emblem/3414/thumb_69_bikin.png"
"631","Чернушка","Пермский край","Малый город","условно комфортный климат","33,1 тыс.чел.","171","33","34","22","23","27","32","https://api.индекс-городов.рф/uploads/city/emblem/4072/thumb_730_chernyshka.png"
"632","Армавир","Краснодарский край","Большой город","условно комфортный климат","189 тыс.чел.","175","34","27","25","25","33","31","https://api.индекс-городов.рф/uploads/city/emblem/4330/thumb_988_Armavir.png"
"633","Осинники","Кемеровская область","Малый город","условно комфортный климат","41,7 тыс.чел.","173","38","29","27","16","32","31","https://api.индекс-городов.рф/uploads/city/emblem/3838/thumb_495_osinnilki.gif"
"634","Весьегонск","Тверская область","Малый город","условно комфортный климат","6 тыс.чел.","158","23","25","25","26","20","39","https://api.индекс-городов.рф/uploads/city/emblem/3458/thumb_113_vesiegonsk.png"
"635","Кохма","Ивановская область","Малый город","условно комфортный климат","30,2 тыс.чел.","185","47","26","34","31","21","26","https://api.индекс-городов.рф/uploads/city/emblem/3666/thumb_323_kokhma.png"
"636","Химки","Московская область","Крупный город","условно комфортный климат","259,6 тыс.чел.","217","40","29","34","40","33","41","https://api.индекс-городов.рф/uploads/city/emblem/4350/thumb_1008_Himki.png"
"637","Полярный","Мурманская область","Малый город","тяжелые климатические условия","17,5 тыс.чел.","228","52","45","40","27","26","38","https://api.индекс-городов.рф/uploads/city/emblem/4435/thumb_1094_Polyarny.png"
"638","Каменск-Уральский","Свердловская область","Большой город","условно комфортный климат","166,1 тыс.чел.","192","44","35","19","26","29","39","https://api.индекс-городов.рф/uploads/city/emblem/4321/thumb_979_Kamensk-Uralsky.png"
"639","Северск","Томская область","Большой город","условно комфортный климат","106,5 тыс.чел.","194","43","37","23","22","29","40","https://api.индекс-городов.рф/uploads/city/emblem/4276/thumb_934_Seversk.png"
"640","Аркадак","Саратовская область","Малый город","условно комфортный климат","11,5 тыс.чел.","157","23","31","32","18","20","33","https://api.индекс-городов.рф/uploads/city/emblem/3376/thumb_31_arkadak.png"
"641","Бабушкин","Республика Бурятия","Малый город","условно комфортный климат","4,5 тыс.чел.","149","24","29","32","11","21","32","https://api.индекс-городов.рф/uploads/city/emblem/3386/thumb_41_babushkin.png"
"642","Верхняя Пышма","Свердловская область","Средний город","условно комфортный климат","72,7 тыс.чел.","184","36","33","21","32","29","33","https://api.индекс-городов.рф/uploads/city/emblem/4205/thumb_863_Verkhnyaya_Pyshma.png"
"643","Сертолово","Ленинградская область","Средний город","условно комфортный климат","56,6 тыс.чел.","190","45","32","31","22","22","38","https://api.индекс-городов.рф/uploads/city/emblem/4121/thumb_779_sertolovo.png"
"644","Якутск","Республика Саха (Якутия)","Крупный город","тяжелые климатические условия","323 тыс.чел.","181","26","29","31","30","26","39","https://api.индекс-городов.рф/uploads/city/emblem/4364/thumb_1022_Yakutsk.png"
"645","Армянск","Республика Крым","Малый город","условно комфортный климат","21,4 тыс.чел.","182","28","41","34","24","25","30","https://api.индекс-городов.рф/uploads/city/emblem/3377/thumb_32_armyansk.png"
"646","Петропавловск-Камчатский","Камчатский край","Большой город","тяжелые климатические условия","179,6 тыс.чел.","165","33","23","33","15","29","32","https://api.индекс-городов.рф/uploads/city/emblem/4327/thumb_985_Petropavlovsk-Kamchatskiy.png"
"647","Воскресенск","Московская область","Средний город","условно комфортный климат","92,9 тыс.чел.","196","39","29","18","35","34","41","https://api.индекс-городов.рф/uploads/city/emblem/4247/thumb_905_Voskresensk.png"
"648","Усолье-Сибирское","Иркутская область","Средний город","условно комфортный климат","76 тыс.чел.","149","29","22","23","18","25","32","https://api.индекс-городов.рф/uploads/city/emblem/4231/thumb_889_Usolye-Sibirskoe.gif"
"649","Омск","Омская область","Крупнейший город","условно комфортный климат","1154,5 тыс.чел.","113","21","20","18","15","17","22","https://api.индекс-городов.рф/uploads/city/emblem/4421/thumb_1079_omsk.png"
"650","Димитровград","Ульяновская область","Большой город","условно комфортный климат","113,5 тыс.чел.","191","45","21","38","25","24","38","https://api.индекс-городов.рф/uploads/city/emblem/4288/thumb_946_Dimitrovgrad.png"
"651","Очер","Пермский край","Малый город","условно комфортный климат","14,2 тыс.чел.","190","35","34","30","27","29","35","https://api.индекс-городов.рф/uploads/city/emblem/3846/thumb_503_ocher.png"
"652","Пионерский","Калининградская область","Малый город","условно комфортный климат","12,2 тыс.чел.","216","45","45","32","29","30","35","https://api.индекс-городов.рф/uploads/city/emblem/3864/thumb_521_pionersky.png"
"653","Керчь","Республика Крым","Большой город","условно комфортный климат","151,5 тыс.чел.","170","31","30","18","24","27","40","https://api.индекс-городов.рф/uploads/city/emblem/4313/thumb_971_Kerch.png"
"654","Сясьстрой","Ленинградская область","Малый город","условно комфортный климат","12,4 тыс.чел.","174","27","33","34","24","24","32","https://api.индекс-городов.рф/uploads/city/emblem/3996/thumb_653_Syasstroy.png"
"655","Валуйки","Белгородская область","Малый город","условно комфортный климат","34,2 тыс.чел.","179","35","25","24","28","32","35","https://api.индекс-городов.рф/uploads/city/emblem/3444/thumb_99_valuyki.png"
"656","Павловск","Воронежская область","Малый город","условно комфортный климат","24,5 тыс.чел.","197","38","31","21","34","35","38","https://api.индекс-городов.рф/uploads/city/emblem/3847/thumb_504_pavlovsk.png"
"657","Фролово","Волгоградская область","Малый город","условно комфортный климат","36,2 тыс.чел.","169","37","30","14","21","31","36","https://api.индекс-городов.рф/uploads/city/emblem/4051/thumb_708_frolovo.gif"
"658","Зеленодольск","Республика Татарстан","Большой город","условно комфортный климат","100 тыс.чел.","191","39","39","20","29","32","32","https://api.индекс-городов.рф/uploads/city/emblem/4261/thumb_919_Zelenodolsk.png"
"659","Югорск","Ханты-Мансийский автономный округ","Малый город","тяжелые климатические условия","38 тыс.чел.","186","35","31","24","26","34","36","https://api.индекс-городов.рф/uploads/city/emblem/4099/thumb_757_yugorsk.png"
"660","Баймак","Республика Башкортостан","Малый город","условно комфортный климат","17,2 тыс.чел.","179","35","38","15","25","25","41","https://api.индекс-городов.рф/uploads/city/emblem/3390/thumb_45_baimak.png"
"661","Бобров","Воронежская область","Малый город","условно комфортный климат","20 тыс.чел.","176","33","30","20","39","21","33","https://api.индекс-городов.рф/uploads/city/emblem/3421/thumb_76_bobrov.png"
"662","Отрадное","Ленинградская область","Малый город","условно комфортный климат","25,8 тыс.чел.","205","45","41","40","33","17","29","https://api.индекс-городов.рф/uploads/city/emblem/3842/thumb_499_otradnoe.png"
"663","Мамоново","Калининградская область","Малый город","условно комфортный климат","8 тыс.чел.","167","37","39","21","14","24","32","https://api.индекс-городов.рф/uploads/city/emblem/3738/thumb_395_mamonovo.png"
"664","Спасск","Пензенская область","Малый город","условно комфортный климат","7 тыс.чел.","162","29","33","26","20","22","32","https://api.индекс-городов.рф/uploads/city/emblem/3968/thumb_625_spassk.png"
"665","Спасск-Дальний","Приморский край","Малый город","условно комфортный климат","39,8 тыс.чел.","160","35","28","16","19","27","35","https://api.индекс-городов.рф/uploads/city/emblem/3969/thumb_626_spassk_dalny.png"
"666","Бахчисарай","Республика Крым","Малый город","условно комфортный климат","26,7 тыс.чел.","170","28","29","34","26","18","35","https://api.индекс-городов.рф/uploads/city/emblem/3399/thumb_54_bakhchisaray.png"
"667","Тогучин","Новосибирская область","Малый город","условно комфортный климат","20,8 тыс.чел.","126","15","33","16","12","21","29","https://api.индекс-городов.рф/uploads/city/emblem/4013/thumb_670_toguchin.png"
"668","Лениногорск","Республика Татарстан","Средний город","условно комфортный климат","61,7 тыс.чел.","188","34","37","25","30","23","39","https://api.индекс-городов.рф/uploads/city/emblem/4186/thumb_844_Leninogorsk.png"
"669","Узловая","Тульская область","Малый город","условно комфортный климат","49,7 тыс.чел.","180","30","32","35","23","23","37","https://api.индекс-городов.рф/uploads/city/emblem/4128/thumb_786_uzlovaya.png"
"670","Верхний Тагил","Свердловская область","Малый город","условно комфортный климат","10,5 тыс.чел.","179","36","36","18","30","24","35","https://api.индекс-городов.рф/uploads/city/emblem/3452/thumb_107_verkhny_tagil.png"
"671","Октябрьск","Самарская область","Малый город","условно комфортный климат","26,3 тыс.чел.","173","25","33","24","28","24","39","https://api.индекс-городов.рф/uploads/city/emblem/3828/thumb_485_oktyabrsk.png"
"672","Бирюч","Белгородская область","Малый город","условно комфортный климат","7,5 тыс.чел.","177","30","29","28","34","24","32","https://api.индекс-городов.рф/uploads/city/emblem/3418/thumb_73_biryuch.png"
"673","Ершов","Саратовская область","Малый город","условно комфортный климат","18,8 тыс.чел.","179","38","38","27","18","25","33","https://api.индекс-городов.рф/uploads/city/emblem/3539/thumb_194_ershov.gif"
"674","Арамиль","Свердловская область","Малый город","условно комфортный климат","15,4 тыс.чел.","179","37","46","11","27","29","29","https://api.индекс-городов.рф/uploads/city/emblem/3372/thumb_27_Aramil.png"
"675","Богородск","Нижегородская область","Малый город","условно комфортный климат","33,8 тыс.чел.","186","33","28","34","33","25","33","https://api.индекс-городов.рф/uploads/city/emblem/3424/thumb_79_Bogorodsk_rayon.png"
"676","Энгельс","Саратовская область","Большой город","условно комфортный климат","227 тыс.чел.","177","37","40","19","21","33","27","https://api.индекс-городов.рф/uploads/city/emblem/4341/thumb_999_Engels.png"
"677","Анива","Сахалинская область","Малый город","условно комфортный климат","9,4 тыс.чел.","179","26","42","29","25","22","35","https://api.индекс-городов.рф/uploads/city/emblem/3369/thumb_24_Aniva.png"
"678","Кудрово","Ленинградская область","Малый город","условно комфортный климат","41,1 тыс.чел.","259","52","53","38","45","22","49","https://api.индекс-городов.рф/uploads/city/emblem/4458/thumb_1118_Kudrovo.png"
"679","Курильск","Сахалинская область","Малый город","условно комфортный климат","1,5 тыс.чел.","169","18","41","34","20","21","35","https://api.индекс-городов.рф/uploads/city/emblem/3690/thumb_347_kurilsk.png"
